1,0.9476
2,0.6809
3,0.5929
4,0.5393
5,0.5006
6,0.4702
7,0.4450
8,0.4232
9,0.4040
10,0.3867
11,0.3707
12,0.3560
13,0.3422
14,0.3293
15,0.3172
16,0.3057
17,0.2949
18,0.2846
19,0.2749
20,0.2657
21,0.2570
22,0.2487
23,0.2408
24,0.2332
25,0.2261
26,0.2193
27,0.2128
28,0.2066
29,0.2007
30,0.1951
31,0.1897
32,0.1845
33,0.1796
34,0.1749
35,0.1703
36,0.1660
37,0.1618
38,0.1578
39,0.1539
40,0.1502
41,0.1466
42,0.1432
43,0.1399
44,0.1367
45,0.1336
46,0.1306
47,0.1278
48,0.1250
49,0.1223
50,0.1197
51,0.1172
52,0.1148
53,0.1125
54,0.1102
55,0.1080
56,0.1058
57,0.1038
58,0.1018
59,0.0998
60,0.0979
61,0.0961
62,0.0943
63,0.0926
64,0.0909
65,0.0893
66,0.0877
67,0.0862
68,0.0847
69,0.0833
70,0.0819
71,0.0806
72,0.0793
73,0.0780
74,0.0768
75,0.0756
76,0.0744
77,0.0733
78,0.0722
79,0.0711
80,0.0701
81,0.0691
82,0.0681
83,0.0671
84,0.0662
85,0.0653
86,0.0644
87,0.0636
88,0.0627
89,0.0619
90,0.0611
91,0.0604
92,0.0596
93,0.0589
94,0.0582
95,0.0575
96,0.0568
97,0.0561
98,0.0555
99,0.0549
100,0.0543
